sentence,label
i see it is almost 2 am how is it being a bitch what are u planing on doing that is an odd statement,0
it ok got a better offer,1
i want to be whole day with u,1
but theres plenty of different american accents too,0
fuck u too bitch,0
well tell me the road,1
sorry i could not resits that one,1
your parents arent gonna see are they,1
Having family dinner what u doing,1
yeah it sucks that azureus is written in java,0
tell me what u think,1
do u know speak vietnamese,0
cause i may take the tp from you,1
im safe that way,1
that why you can see what i have down there,1
ieh just shit i didnt need to hear,0
the loopback mount stuff is well documented,0
we can take shower together,1
there are some libraries,0
i ll knock ur door,1
then it goes into the error output that you already see,0
do u have a hot body,1
need a ass slapping,1
yeah with everything in it just about,1
ok then yes i do,1
i know im older then you,1
sexy i told u I like to be your first lover what i was saying is i like to be your first to intorduce u to the pleasure of sex,1
because were watching a movie,0
im good how r u,0
until I cum all over your mouth,1
im watchin sunday best its halarious,0
damn the weekends go by way to fast,1
r u a student,0
Now that your here I can fantasize a little,1
oh pretty close then,1
well I would like while I am on my way so u know where I am,1
lol get used to it,1
My cock is about to explode,0
ok guys off to windows for some portal 2,0
I got digital cable today so can record it automatically,1
Ill have them sent to u,1
velocity doesnt like doing normal things you know like a form variable going to the next page is just uncalled for,0
I dont have work this week,1
where do i park,1
keep it as secret only,1
I do know people will misspell that attribute all the time,0
have a nice day,1
i like em little,1
would love to push it in you nice and slow,1
Well anything is unexpected really,0
i mean how old was she,1
it returns error after syn on,0
or a aple botom but,1
this would be much funner doing this for u in person,1
oh that reminds me,0
ok let make it for the weekend ok becuase im on vac for a week this week ok,1
i told you to go,1
ill try and make my way there,1
u dnt look 16,0
and u are a sweetheart,1
well that is a good thing glad u dont wait to the last min like i did,1
call me real quick k,1
I WANT TO CONFORM U R LINGING R NOT,0
haha thats a lie though,0
u have pad when uare period,1
f buddy needed now,0
yeah what time is your mom leaving,1
BIG FLOPPY DONKEY DICK,0
i tried to use yahoo maps,1
no whats going on,1
that makes me feel good,1
u in your undies,1
kiss me if i were to come down would u,1
so I have to chat for a while and say bye,1
no going back huh,1
there must be some kind of way out of here,0
so in 5 hrs you are saving almost 100 miles,1
u really want to,1
dont worry baby itll be ok,1
i just cant do it,1
drop u off where,1
would love to give you a massage,1
too cool for me,1
I luv Kelly Clarkson myspace page,1
My tongue running through your clit,0
mom working to day,1
you so better not fall asleep,1
to which IE is vulnerable,0
yes i am sure,1
off and on I will I will leave message if your not that I will be there at 4,1
cuz i dont wanna get u grounded,1
like i wish my room was like a place far away and was like just mine,0
i can be there around 11 if u want,1
And what about me,1
I think I said thursday,0
want to clean it for me lol,1
to ask if i should stop asking personal question about u,1
i did not know,0
so you hjave a pi,1
I did 2 times,1
noooooo i wanna win,1
he is ok for now but him and i are soppose to have a talk tomorrow,1
no your not any trouble,1
yea i think so i like to cook as well,1
i have had a couple girlfriends but i havent been able to be with a guy i REALLY like like that,1
i could fall in love with you someday,1
yeah but 17 and 23 are a big difference,1
i was just checking my email and listening to some music,1
u do know what would happen to me by being with you,1
role play is acting like daddy daughter,1
lol wow thats surprising,0
I have to go to Puerto Rico,1
i be ready to tickle you hard by then,1
Vaejor thanks worked perfect i think,0
idk kinda have a hangover,1
also If i was with u I would take ur flue for me,1
just kinda tired of answerin that lol,0
its just the number from the routing table,0
i really need you to call asap ok,1
got the dirt and sweet off,1
well call me ok we can talk dirty and masterbate it will be fun do it 4 me please,1
did u get mess b4 u got on,1
on here nt possible,0
i hope not too,1
and the cops can take me to jail,1
i just wanna come fuck ur brains out,1
I would have to get a hotel though,1
i dont even know you,0
good and smile too i hope,1
yeah i bought i bunch of nuts,1
just be better than me ok,1
U never seen the preview,1
i wrote a paper n then watched tyra banks,0
must be talking to 2 many people,1
iam feeling like a virgin here,1
Lol ok i chose the bikini one,1
in the morning lol,1
I would rather b talking about how I much I am enjoying being up your tight cunt,1
I am proud of you,1
i will going there,1
damn she likes to take her time,1
might have to leave without warning,1
they try to make me go to rehab,0
hmm a ride on me,1
oooh ok nevemind then,1
I AM 12 YEAR OLD GIRL IN KOREA,0
i was being just too funny,1
well ill bring one then lol,1
hey u hung up on me,1
will u be on tomorrow,1
do you live on the same side of the road the motorclycle place is,1
u need any thing,1
yeah finally the backlight is brighter on my lappy,0
I dont even know where you live though,1
what have u done,1
so be careful ok,1
we would have like an hour til u had 2 go,1
and you are super sure it is me you want,1
so i will not get in trouble,1
ok I forgive you this time,1
yea i was but i am getting ready to go to sleep,1
thats like 20 cm i think,0
cause its a different feeling ur butt is tighter then ur pussy so it feels better and trust me ull get plenty pleasure out of it too u just havent done it before thats why u dont know about it,1
are u a male,0
and if it hurts we can stop,1
ok but dont ring just send pic,0
yeah untill mommy killedme,1
Are you from india or indonesia,0
k c ya i a bit,1
so what HTTP method should we pretend to use for web sockets,0
You know what I sayin,1
I get my baby,1
give me a big hug and very tight kiss,1
i came to home,1
make sure mom cant find it,1
if I send you a cam to take pics with and you send it back will you take some pics 4 m,1
so what you wanna do,1
I found one more file,0
if u had control over me,1
hey baby just so you konw whats going on there going to put a couple pins in my arm so i wont be there tonight but we will see bout tomorrow k,1
u sick or what,1
im just scared because of the age thing,1
cause if you are this gorgeous now at13,1
yea im sorry just was feelin down bout somethin last night,0
what do you want,1
you can use nearly any IM client with google talk,0
or you are too shy to say,1
i have a little buzz on,1
that might scare you,1
it says it take an hour and a half,1
ok well im gonna go pick up the snapple n pizza and head down,1
i like small asses,1
how was your day,1
GLORY GLORY MAN UNITED,0
now the message light is flashing,1
ok so it will be ok with you no matter where I touch you and what I do first,1
does she bring u food,1
yeah just start gettin on here around 3pm baby,1
i was so exhausted,1
unless you hate me that much,0
care to wiki it while i go relieve myself,0
only time will give you the opportunity to learn about life,1
k that was a yes or no question,1
dont want to waste my time off,1
let me go see u then sara,1
ill check back later tonight,1
safe what you mean,1
i tried but but he is to high,1
and when is she coming home,1
yeah im getting directions back home right now,1
what time does she leave on sat,1
yea i know i used to sk8 for like years,1
brb on the phone,1
i love make girls smile,0
ur a fil whale,0
bet i could have changed that,1
hey whats awesome natalia what u saying that about where im from or chatting dirty to me,0
im not playing games i want to talk to you but seem,1
oh btw i like the pic,1
i dont wanna have sex the first time we hang out though,1
Please I am so horny you have a cordless phone,1
lol i want to see ur ass lol,1
when will u mention it,1
only if you want to do everything we talked about,1
I am older but not fat and so on,1
I willlook for alvion,1
respect the black man,0
if i get 12 points in a yr i lose my license,1
so u like to do sex,0
I will be back after 20 mts,1
how much do u miss me,1
I thought you were gonna say you tried drugs or something,1
